,attraction__id,attraction__name,attraction__formatted__address,attraction__location__lat,attraction__location__lng,attraction__opening__hours,attraction__rating,results__type
0,c9bcef33f0cc85eda31f1c7444e9b1a3b82c9a9f,Central Park,"New York, NY, USA",40.782864700000005,-73.9653551,True,4.8,"park, point_of_interest, establishment"
1,20a7fef51e1c17598e54bbc01afcdac90246caec,Riverside Park,"New York, NY, USA",40.8012339,-73.97230959999999,True,4.6,"park, point_of_interest, establishment"
2,b0df149329a0f6a4006cc5328e3d42acadaf1b4f,Washington Square Park,"New York, NY 10012, USA",40.73082279999999,-73.997332,True,4.6,"park, point_of_interest, establishment"
3,eeec542848892712b9623fe25be5598b50ff73ca,Inwood Hill Park,"Payson Ave. &, Seaman Ave, New York, NY 10034, United States",40.87220070000001,-73.92555489999998,True,4.6,"park, point_of_interest, establishment"
4,419df35f8d8721a1551348a9b917a90abf67deea,Paley Park,"3 E 53rd St, New York, NY 10022, USA",40.7602157,-73.9751349,False,4.4,"park, point_of_interest, establishment"
5,2b3ce59ed50aa3bd779a97745fe6a353c337dff6,New York City Department of Parks and Recreation,"1234 5th Ave, New York, NY 10029, USA",40.79306879999999,-73.95150009999998,False,4.7,"park, point_of_interest, establishment"
6,f450a4290a3af961748f0eb93931479d2898e990,Bryant Park,"New York, NY 10018, USA",40.7535965,-73.98323259999998,True,4.7,"park, point_of_interest, establishment"
7,41a3ce5dbf2b934e1d7e9d9d4458e419adffba59,St. Nicholas Park,"St Nicholas Ave &, St Nicholas Terrace, New York, NY 10030, United States",40.8174689,-73.94874759999998,True,4.2,"park, point_of_interest, establishment"
8,d5f29c70ef69a83f8317ade5179a095f99d51367,Fort Greene Park,"Washington Park St, Brooklyn, NY 11205, USA",40.691396000000005,-73.97494399999998,True,4.5,"park, point_of_interest, establishment"
9,a03301735a74559b4f20596225e6d4154a8e0209,Morningside Park,"Morningside Dr, New York, NY 10026, USA",40.806071200000005,-73.9585391,True,4.4,"park, point_of_interest, establishment"
10,fb97674bcfbba716dafc2525c234a5390448d059,Richard Tucker Park,"Columbus Ave &, W 66th St, New York, NY 10023, United States",40.773587400000004,-73.98201709999998,True,4.1,"park, point_of_interest, establishment"
11,e2cf2f3aada004522f008ebdf078192f93f4d0e8,John Jay Park,"FDR Dr., New York, NY 10021, USA",40.76930529999999,-73.9493916,True,4.5,"park, point_of_interest, establishment"
12,b2446e6c54413a661d9599177c41fa85e34264b4,Greenacre Park,"217 E 51st St, New York, NY 10022, USA",40.756244099999996,-73.96928819999998,,4.8,"park, point_of_interest, establishment"
13,2b627fef9d8b18e1fb811c02fdcb117cbf3e4261,Pier 51 at Hudson River Park,"Hudson River Greenway, New York, NY 10014, USA",40.738206700000006,-74.01070469999998,False,4.6,"park, point_of_interest, establishment"
14,2222492d8bdd319f80360a8c36a6ebef867eb82f,Willowbrook Park,"1 Eton Pl, Staten Island, NY 10314, USA",40.600562100000005,-74.15811289999998,True,4.4,"park, point_of_interest, establishment"
